HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459599.65524,2022-01-20.1551172,bH,1.47,15.160,11.387,0.009,101.187,0.780,g
2459600.83492,2022-01-21.3347600,bl,1.53,15.167,11.397,0.008,100.246,0.765,g
2459600.83614,2022-01-21.3359868,bl,1.47,15.155,11.352,0.008,104.528,0.780,g
2459600.83738,2022-01-21.3372296,bl,1.47,15.153,11.403,0.008,99.730,0.748,g
2459601.87378,2022-01-22.3735803,bl,1.54,15.134,11.412,0.009,98.927,0.788,g
2459601.87502,2022-01-22.3748232,bl,1.50,15.138,11.413,0.009,98.804,0.834,g
2459601.87626,2022-01-22.3760638,bl,1.51,15.131,11.427,0.009,97.555,0.841,g
2459602.76909,2022-01-23.2688587,bG,1.52,15.201,11.412,0.009,98.869,0.752,g
2459602.77039,2022-01-23.2701537,bG,1.50,15.197,11.380,0.008,101.935,0.742,g
2459602.77167,2022-01-23.2714398,bG,1.45,15.217,11.422,0.008,98.040,0.729,g
2459603.61169,2022-01-24.1114312,bG,1.53,15.197,11.406,0.008,99.472,0.700,g
2459603.61298,2022-01-24.1127196,bG,1.53,15.170,11.394,0.008,100.546,0.707,g
2459603.61426,2022-01-24.1140023,bG,1.48,15.135,11.452,0.009,95.334,0.821,g
2459603.79870,2022-01-24.2984297,bH,1.38,15.196,11.407,0.008,99.341,0.745,g
2459603.80000,2022-01-24.2997287,bH,1.46,15.220,11.380,0.007,101.860,0.674,g
2459603.80130,2022-01-24.3010256,bH,1.45,15.247,11.384,0.007,101.506,0.657,g
2459604.82576,2022-01-25.3254473,bl,1.48,14.675,11.380,0.012,101.785,1.121,g
2459604.82700,2022-01-25.3266892,bl,1.40,15.164,11.410,0.009,99.049,0.814,g
2459604.82824,2022-01-25.3279354,bl,1.44,15.070,11.433,0.010,97.088,0.836,g
2459605.34972,2022-01-25.8493914,bp,1.50,15.300,11.392,0.007,100.745,0.613,g
2459605.35095,2022-01-25.8506260,bp,1.50,15.302,11.398,0.007,100.233,0.664,g
2459605.35219,2022-01-25.8518664,bp,1.53,15.296,11.382,0.007,101.705,0.621,g
2459605.73247,2022-01-26.2321328,bG,1.42,15.234,11.404,0.008,99.632,0.726,g
2459605.73374,2022-01-26.2334043,bG,1.49,15.257,11.446,0.008,95.857,0.702,g
2459605.73504,2022-01-26.2346984,bG,1.44,15.239,11.387,0.007,101.202,0.694,g
2459605.79037,2022-01-26.2900209,bl,1.46,15.237,11.387,0.008,101.210,0.787,g
2459605.79161,2022-01-26.2912701,bl,1.42,15.240,11.422,0.008,98.039,0.752,g
2459605.79286,2022-01-26.2925143,bl,1.48,15.250,11.432,0.008,97.155,0.729,g
2459606.59709,2022-01-27.0967262,bG,1.42,15.222,11.432,0.008,97.136,0.689,g
2459606.59838,2022-01-27.0980109,bG,1.47,15.225,11.422,0.008,98.030,0.700,g
2459606.59967,2022-01-27.0992934,bG,1.48,15.220,11.421,0.008,98.031,0.687,g
2459606.64598,2022-01-27.1456047,bH,1.46,15.329,11.393,0.007,100.658,0.667,g
2459606.64727,2022-01-27.1468964,bH,1.41,15.327,11.378,0.007,102.062,0.610,g
2459606.64856,2022-01-27.1481913,bH,1.47,15.323,11.380,0.007,101.883,0.651,g
2459606.69798,2022-01-27.1976043,bH,1.42,15.346,11.396,0.007,100.406,0.628,g
2459606.69928,2022-01-27.1989034,bH,1.44,15.350,11.388,0.008,101.124,0.672,g
2459606.70057,2022-01-27.2002048,bH,1.40,15.335,11.373,0.007,102.456,0.623,g
2459607.41738,2022-01-27.9169782,bo,1.47,15.282,11.376,0.007,102.267,0.646,g
2459607.74973,2022-01-28.2493137,bH,1.41,15.345,11.394,0.007,100.624,0.628,g
2459607.75102,2022-01-28.2506027,bH,1.47,15.345,11.396,0.007,100.369,0.646,g
2459607.75230,2022-01-28.2518918,bH,1.43,15.325,11.357,0.007,104.035,0.642,g
2459608.66096,2022-01-29.1605222,bG,1.42,15.221,11.385,0.007,101.420,0.710,g
2459608.66226,2022-01-29.1618158,bG,1.40,15.223,11.402,0.007,99.860,0.721,g
2459608.66355,2022-01-29.1631087,bG,1.35,15.238,11.412,0.007,98.920,0.712,g
2459608.70502,2022-01-29.2045694,bH,1.51,15.328,11.380,0.008,101.834,0.689,g
2459608.70630,2022-01-29.2058567,bH,1.52,15.353,11.406,0.007,99.533,0.636,g
2459608.70760,2022-01-29.2071521,bH,1.48,15.338,11.387,0.007,101.167,0.647,g
2459609.65920,2022-01-30.1587184,bG,1.41,15.232,11.397,0.007,100.283,0.715,g
2459609.66050,2022-01-30.1600174,bG,1.42,15.257,11.427,0.007,97.612,0.690,g
2459609.66179,2022-01-30.1613164,bG,1.49,15.244,11.413,0.007,98.752,0.679,g
2459609.71254,2022-01-30.2120489,bG,1.45,15.244,11.394,0.008,100.575,0.727,g
2459609.71383,2022-01-30.2133479,bG,1.41,15.265,11.426,0.007,97.700,0.681,g
2459609.71513,2022-01-30.21465,bG,1.47,15.241,11.425,0.008,97.746,0.731,g
2459609.73247,2022-01-30.2319883,bH,1.44,15.322,11.364,0.007,103.352,0.651,g
2459609.73377,2022-01-30.2332804,bH,1.46,15.341,11.392,0.007,100.783,0.625,g
2459609.73505,2022-01-30.2345650,bH,1.42,15.336,11.384,0.008,101.502,0.695,g
2459609.75618,2022-01-30.2556906,bH,1.38,15.329,11.374,0.007,102.444,0.642,g
2459609.75748,2022-01-30.2569931,bH,1.39,15.314,11.336,0.007,106.085,0.671,g
2459609.75877,2022-01-30.2582861,bH,1.39,15.348,11.379,0.007,101.931,0.675,g
2459610.61882,2022-01-31.1183019,bG,1.46,15.221,11.399,0.007,100.092,0.708,g
2459610.62012,2022-01-31.1196046,bG,1.44,15.221,11.415,0.008,98.547,0.713,g
2459610.62142,2022-01-31.1209021,bG,1.44,15.206,11.401,0.008,99.884,0.732,g
2459610.66631,2022-01-31.1657920,bG,1.46,15.244,11.417,0.007,98.481,0.708,g
2459610.66761,2022-01-31.1670905,bG,1.42,15.232,11.404,0.008,99.667,0.722,g
2459610.66890,2022-01-31.1683827,bG,1.44,15.207,11.390,0.008,100.871,0.760,g
2459610.76996,2022-01-31.2694430,bl,1.47,15.274,11.439,0.009,96.442,0.781,g
2459610.77123,2022-01-31.2707021,bl,1.49,15.273,11.439,0.008,96.465,0.775,g
2459611.88332,2022-02-01.3827561,bl,2.02,15.103,11.433,0.011,96.998,0.989,g
2459611.88457,2022-02-01.3840074,bl,2.00,15.065,11.446,0.011,95.808,0.953,g
2459611.88581,2022-02-01.3852459,bl,2.00,15.019,11.398,0.012,100.171,1.047,g
2459612.78902,2022-02-02.2884216,bH,1.44,15.314,11.398,0.008,100.183,0.720,g
2459612.79029,2022-02-02.2897047,bH,1.42,15.295,11.369,0.007,102.907,0.669,g
2459612.79159,2022-02-02.2909945,bH,1.45,15.301,11.413,0.007,98.810,0.649,g
2459613.76755,2022-02-03.2669255,bl,1.51,15.228,11.421,0.009,98.116,0.737,g
2459613.76880,2022-02-03.2681646,bl,1.44,15.220,11.411,0.009,98.995,0.741,g
2459613.79258,2022-02-03.2919587,bG,1.42,15.212,11.406,0.008,99.528,0.676,g
2459614.83385,2022-02-04.3331879,bH,1.48,15.310,11.390,0.007,100.912,0.677,g
2459614.83515,2022-02-04.3344841,bH,1.51,15.311,11.392,0.008,100.779,0.694,g
2459616.32112,2022-02-05.8203976,bo,1.42,15.246,11.374,0.007,102.348,0.654,g
2459616.37345,2022-02-05.8727284,bp,1.50,15.319,11.382,0.007,101.616,0.639,g
2459616.37471,2022-02-05.8739913,bp,1.52,15.317,11.374,0.007,102.481,0.621,g
2459616.37595,2022-02-05.8752378,bp,1.52,15.331,11.387,0.007,101.196,0.648,g
2459617.73438,2022-02-07.2336156,bH,1.37,15.314,11.336,0.007,106.084,0.660,g
2459617.73567,2022-02-07.2349096,bH,1.51,15.345,11.407,0.007,99.410,0.647,g
2459617.73697,2022-02-07.2362045,bH,1.40,15.355,11.397,0.008,100.349,0.678,g
2459618.30527,2022-02-07.8044754,bo,1.45,15.187,11.358,0.007,103.926,0.670,g
2459618.42717,2022-02-07.9263796,bo,1.49,15.269,11.360,0.007,103.780,0.653,g
2459618.42967,2022-02-07.9288752,bo,1.43,15.269,11.380,0.007,101.859,0.633,g
2459618.51149,2022-02-08.0106952,bo,1.47,15.263,11.370,0.007,102.726,0.651,g
2459618.51273,2022-02-08.0119415,bo,1.49,15.259,11.368,0.007,102.990,0.674,g
2459618.51399,2022-02-08.0131952,bo,1.44,15.249,11.347,0.007,104.986,0.695,g
2459618.79750,2022-02-08.2966900,bG,1.46,15.248,11.406,0.007,99.472,0.703,g
2459618.79921,2022-02-08.2984042,bl,1.48,15.247,11.390,0.008,100.901,0.751,g
2459618.80007,2022-02-08.2992707,bG,1.39,15.244,11.393,0.008,100.660,0.718,g
2459618.80045,2022-02-08.2996449,bl,1.52,15.261,11.424,0.009,97.855,0.805,g
2459618.80168,2022-02-08.3008820,bl,1.48,15.274,11.433,0.008,97.011,0.705,g
2459618.88131,2022-02-08.3805050,bl,1.47,15.196,11.376,0.008,102.253,0.821,g
2459618.88256,2022-02-08.3817469,bl,1.43,15.225,11.423,0.009,97.911,0.771,g
2459618.88380,2022-02-08.3829878,bl,1.46,15.219,11.430,0.009,97.288,0.801,g
2459619.73705,2022-02-09.2362172,bG,1.45,15.234,11.411,0.007,99.022,0.681,g
2459619.73834,2022-02-09.2375012,bG,1.48,15.216,11.380,0.007,101.778,0.683,g
2459619.73962,2022-02-09.2387921,bG,1.52,15.214,11.395,0.007,100.499,0.716,g
2459620.54807,2022-02-10.0472030,bH,1.50,15.264,11.370,0.008,102.787,0.720,g
2459620.54936,2022-02-10.0485070,bH,1.39,15.262,11.387,0.007,101.143,0.685,g
2459620.55066,2022-02-10.0498024,bH,1.42,15.275,11.374,0.007,102.433,0.651,g
2459620.68086,2022-02-10.18,bG,1.47,15.185,11.406,0.008,99.373,0.731,g
2459620.68215,2022-02-10.1812901,bG,1.45,15.226,11.393,0.007,100.665,0.707,g
2459620.68345,2022-02-10.1825780,bG,1.45,15.193,11.410,0.008,99.100,0.725,g
2459621.58095,2022-02-11.0800471,bH,1.44,15.244,11.372,0.007,102.635,0.696,g
2459621.58224,2022-02-11.0813502,bH,1.37,15.244,11.385,0.007,101.367,0.693,g
2459621.58354,2022-02-11.0826394,bH,1.42,15.257,11.392,0.007,100.726,0.699,g
2459622.60503,2022-02-12.1040908,bH,1.48,15.237,11.377,0.007,102.074,0.705,g
2459622.60631,2022-02-12.1053796,bH,1.43,15.250,11.404,0.007,99.652,0.673,g
2459622.60760,2022-02-12.1066697,bH,1.41,15.239,11.383,0.007,101.549,0.711,g
2459622.68417,2022-02-12.1832341,bG,1.35,15.139,11.401,0.008,99.945,0.739,g
2459622.68545,2022-02-12.1845238,bG,1.40,15.212,11.433,0.008,97.006,0.721,g
2459622.68677,2022-02-12.1858344,bG,1.48,15.171,11.413,0.008,98.852,0.750,g
2459622.70778,2022-02-12.2068401,bG,1.44,15.182,11.420,0.008,98.178,0.736,g
2459622.70906,2022-02-12.2081271,bG,1.46,15.173,11.410,0.009,99.020,0.787,g
2459622.71036,2022-02-12.2094271,bG,1.40,15.191,11.405,0.008,99.471,0.708,g
2459624.34385,2022-02-13.8428564,bp,1.59,15.158,11.367,0.008,103.074,0.728,g
2459624.34509,2022-02-13.8440996,bp,1.56,15.122,11.392,0.008,100.798,0.773,g
2459624.34633,2022-02-13.8453410,bp,1.48,15.167,11.381,0.008,101.763,0.709,g
2459624.38211,2022-02-13.8811194,bp,1.49,15.210,11.407,0.008,99.344,0.684,g
2459624.38337,2022-02-13.882375,bp,1.46,15.194,11.387,0.008,101.146,0.694,g
2459624.38463,2022-02-13.8836355,bp,1.47,15.204,11.377,0.007,102.144,0.713,g
2459624.40869,2022-02-13.9076968,bp,1.50,15.213,11.389,0.007,100.966,0.727,g
2459624.40993,2022-02-13.9089340,bp,1.46,15.192,11.392,0.009,100.750,0.792,g
2459624.41122,2022-02-13.9102266,bp,1.42,15.215,11.415,0.008,98.642,0.730,g
2459625.67141,2022-02-15.1703790,bG,1.43,15.017,11.416,0.010,98.523,0.866,g
2459625.67270,2022-02-15.1716630,bG,1.41,15.035,11.387,0.009,101.205,0.830,g
2459625.67398,2022-02-15.1729494,bG,1.43,15.010,11.397,0.009,100.256,0.856,g
2459626.73617,2022-02-16.2351037,bG,1.48,15.014,11.406,0.009,99.423,0.841,g
2459626.73747,2022-02-16.2364009,bG,1.48,15.038,11.420,0.009,98.184,0.835,g
2459626.73875,2022-02-16.2376903,bG,1.46,15.051,11.437,0.009,96.712,0.826,g
2459627.43143,2022-02-16.9303376,bp,1.48,15.185,11.381,0.008,101.858,0.738,g
2459627.43267,2022-02-16.9315800,bp,1.52,15.197,11.388,0.008,101.068,0.706,g
2459627.43391,2022-02-16.9328258,bp,1.46,15.215,11.389,0.007,100.989,0.716,g
2459628.29638,2022-02-17.7952596,bo,1.54,15.136,11.374,0.008,102.409,0.725,g
2459629.55037,2022-02-19.0492153,bp,1.53,15.172,11.382,0.008,101.740,0.715,g
2459629.55161,2022-02-19.0504546,bp,1.49,15.176,11.368,0.009,102.968,0.770,g
2459629.55285,2022-02-19.0516917,bp,1.52,15.229,11.365,0.007,103.338,0.692,g
2459629.56563,2022-02-19.0644738,bo,1.45,15.131,11.389,0.008,101.020,0.751,g
2459629.56688,2022-02-19.0657226,bo,1.40,15.141,11.406,0.009,99.389,0.791,g
2459629.56936,2022-02-19.0682040,bo,1.44,15.075,11.365,0.008,103.241,0.739,g
2459629.57060,2022-02-19.0694446,bo,1.45,15.110,11.391,0.009,100.905,0.796,g
2459629.57709,2022-02-19.0759320,bp,1.56,15.192,11.415,0.009,98.647,0.770,g
2459629.57833,2022-02-19.0771673,bp,1.52,15.208,11.392,0.008,100.750,0.779,g
2459629.57956,2022-02-19.0784064,bp,1.53,15.201,11.373,0.008,102.465,0.762,g
2459630.54405,2022-02-20.0428601,bl,1.46,15.224,11.414,0.008,98.752,0.753,g
2459630.54528,2022-02-20.0440986,bl,1.57,15.211,11.409,0.008,99.188,0.707,g
2459630.54652,2022-02-20.0453348,bl,1.55,15.225,11.417,0.008,98.439,0.712,g
2459632.50481,2022-02-22.0035586,bp,1.51,15.339,11.424,0.007,97.773,0.663,g
2459632.50605,2022-02-22.0048065,bp,1.46,15.315,11.404,0.007,99.681,0.639,g
2459632.50729,2022-02-22.0060459,bp,1.44,15.305,11.431,0.007,97.166,0.634,g
2459632.52401,2022-02-22.0227641,bo,1.45,15.255,11.378,0.007,102.070,0.660,g
2459632.52650,2022-02-22.0252531,bo,1.43,15.247,11.347,0.008,104.950,0.725,g
2459633.72451,2022-02-23.2232289,bH,1.46,15.302,11.387,0.007,101.160,0.689,g
2459633.72580,2022-02-23.2245165,bH,1.49,15.315,11.394,0.007,100.516,0.667,g
2459633.72711,2022-02-23.2258190,bH,1.49,15.318,11.391,0.007,100.865,0.675,g
2459633.73246,2022-02-23.2311840,bH,1.46,15.306,11.386,0.008,101.276,0.714,g
2459633.73377,2022-02-23.2324849,bH,1.50,15.324,11.388,0.008,101.161,0.685,g
2459633.73506,2022-02-23.2337756,bH,1.42,15.301,11.390,0.008,100.939,0.732,g
2459634.33881,2022-02-23.8375049,bo,1.53,15.256,11.349,0.007,104.881,0.667,g
2459634.85869,2022-02-24.3573724,bH,1.39,15.265,11.386,0.008,101.343,0.735,g
2459634.85998,2022-02-24.3586623,bH,1.44,15.295,11.405,0.009,99.565,0.808,g
2459634.86128,2022-02-24.3599577,bH,1.48,15.287,11.391,0.008,100.826,0.705,g
2459635.65702,2022-02-25.1556822,bH,1.39,15.338,11.378,0.007,102.078,0.677,g
2459635.65832,2022-02-25.1569738,bH,1.42,15.343,11.410,0.007,99.049,0.659,g
2459635.65961,2022-02-25.1582702,bH,1.43,15.346,11.393,0.008,100.673,0.674,g
2459636.73364,2022-02-26.2322615,bl,1.51,15.256,11.390,0.009,100.931,0.810,g
2459637.84413,2022-02-27.3427329,bH,1.46,15.286,11.364,0.007,103.425,0.657,g
2459637.84542,2022-02-27.3440211,bH,1.40,15.303,11.385,0.008,101.375,0.718,g
2459637.84670,2022-02-27.3453077,bH,1.41,15.305,11.405,0.008,99.591,0.691,g
2459638.58605,2022-02-28.0846299,bG,1.42,15.221,11.384,0.008,101.467,0.740,g
2459638.58735,2022-02-28.0859293,bG,1.37,15.230,11.390,0.007,100.978,0.718,g
2459638.58864,2022-02-28.0872129,bG,1.46,15.260,11.451,0.008,95.456,0.705,g
2459639.73709,2022-03-01.2356284,bG,1.48,15.221,11.427,0.009,97.517,0.755,g
2459639.73838,2022-03-01.2369262,bG,1.43,15.206,11.396,0.008,100.367,0.690,g
2459640.28227,2022-03-01.7808006,bp,1.57,15.327,11.384,0.007,101.481,0.631,g
2459640.28351,2022-03-01.7820402,bp,1.55,15.336,11.401,0.007,99.838,0.609,g
2459640.28477,2022-03-01.7832975,bp,1.57,15.328,11.392,0.007,100.761,0.593,g
2459642.41273,2022-03-03.9112018,bp,2.00,15.322,11.383,0.006,101.569,0.582,g
2459642.41397,2022-03-03.9124449,bp,1.59,15.323,11.366,0.007,103.196,0.615,g
2459642.41521,2022-03-03.9136853,bp,1.48,15.328,11.368,0.007,102.983,0.652,g
2459643.74074,2022-03-05.2391812,bH,1.53,15.553,11.404,0.008,99.696,0.701,g
2459643.74204,2022-03-05.2404745,bH,1.47,15.564,11.415,0.008,98.677,0.689,g
2459643.74333,2022-03-05.2417622,bH,1.60,15.557,11.403,0.007,99.762,0.630,g
2459644.35758,2022-03-05.8560084,bo,1.47,15.298,11.388,0.007,101.113,0.653,g
2459644.35882,2022-03-05.8572467,bo,1.40,15.287,11.378,0.007,102.052,0.658,g
2459644.76356,2022-03-06.2619702,bH,1.53,15.581,11.404,0.008,99.673,0.681,g
2459644.76485,2022-03-06.2632642,bH,1.47,15.558,11.351,0.007,104.583,0.680,g
2459644.76616,2022-03-06.2645692,bH,1.47,15.585,11.412,0.007,98.894,0.652,g
2459645.72278,2022-03-07.2211706,bl,2.05,15.465,11.413,0.010,98.788,0.890,g
2459645.72527,2022-03-07.2236640,bl,2.09,15.455,11.379,0.010,101.998,0.910,g
2459646.28782,2022-03-07.7861957,bo,1.48,15.264,11.385,0.007,101.376,0.643,g
2459647.28023,2022-03-08.7785890,bo,1.46,14.385,11.446,0.017,95.828,1.494,g
2459647.52234,2022-03-09.0206905,bH,2.10,15.580,11.427,0.008,97.622,0.693,g
2459647.52367,2022-03-09.0220245,bH,2.13,15.567,11.407,0.008,99.372,0.684,g
2459647.52502,2022-03-09.0233633,bH,2.15,15.567,11.395,0.008,100.445,0.685,g
2459649.41969,2022-03-10.9179951,bo,1.50,14.417,11.623,0.029,81.474,2.139,g
2459649.42092,2022-03-10.9192289,bo,1.55,99.990,99.990,99.990,99.990,99.990,g
2459649.42216,2022-03-10.9204622,bo,1.50,14.524,11.925,0.028,61.671,1.560,g
2459649.63908,2022-03-11.1373825,bH,1.44,15.615,11.406,0.007,99.470,0.602,g
2459649.64038,2022-03-11.1386777,bH,1.51,15.609,11.391,0.007,100.806,0.657,g
2459649.64168,2022-03-11.1399752,bH,1.42,15.619,11.407,0.006,99.364,0.578,g
2459650.65112,2022-03-12.1494064,bH,1.46,15.601,11.392,0.007,100.787,0.652,g
2459650.65242,2022-03-12.1507077,bH,1.46,15.595,11.396,0.008,100.311,0.670,g
2459650.65372,2022-03-12.1520061,bH,1.45,15.598,11.382,0.007,101.647,0.660,g
2459651.30249,2022-03-12.8007611,bo,1.45,15.019,11.368,0.011,102.993,0.965,g
2459651.63754,2022-03-13.1357967,bH,1.45,15.595,11.386,0.007,101.306,0.657,g
2459651.63884,2022-03-13.1370980,bH,1.43,15.583,11.405,0.007,99.552,0.635,g
2459651.64014,2022-03-13.1383918,bH,1.46,15.575,11.418,0.008,98.342,0.664,g
2459652.56523,2022-03-14.0634657,bH,1.49,15.536,11.397,0.008,100.249,0.685,g
2459652.56653,2022-03-14.0647677,bH,1.46,15.543,11.420,0.007,98.228,0.588,g
2459652.56783,2022-03-14.0660599,bH,1.40,15.555,11.380,0.007,101.862,0.679,g
2459652.61464,2022-03-14.1128835,bl,1.50,15.469,11.405,0.009,99.529,0.855,g
2459652.61589,2022-03-14.1141299,bl,1.54,15.471,11.413,0.009,98.796,0.815,g
2459652.61713,2022-03-14.1153762,bl,1.52,15.444,11.397,0.009,100.297,0.840,g
2459652.63872,2022-03-14.1369609,bl,1.54,15.466,11.430,0.009,97.312,0.782,g
2459652.63996,2022-03-14.1382076,bl,1.41,15.463,11.424,0.009,97.839,0.836,g
2459653.54428,2022-03-15.0425047,bl,1.53,15.467,11.425,0.009,97.680,0.803,g
2459653.54552,2022-03-15.0437454,bl,1.49,15.424,11.417,0.009,98.496,0.802,g
2459653.54679,2022-03-15.0450024,bl,1.47,15.429,11.409,0.009,99.152,0.813,g
2459654.72389,2022-03-16.2220741,bG,1.39,15.278,11.383,0.007,101.587,0.686,g
2459655.41474,2022-03-16.9129293,bp,1.49,15.257,11.372,0.007,102.602,0.687,g
2459655.41597,2022-03-16.9141574,bp,1.52,15.220,11.365,0.007,103.299,0.730,g
2459655.41720,2022-03-16.9153865,bp,1.54,15.255,11.404,0.007,99.620,0.666,g
2459655.66186,2022-03-17.1600364,bG,1.45,15.160,11.383,0.011,101.578,1.004,g
2459655.66318,2022-03-17.1613528,bG,1.50,15.313,11.398,0.008,100.147,0.720,g
2459655.66985,2022-03-17.1680255,bG,1.51,15.211,11.383,0.007,101.559,0.715,g
2459655.67116,2022-03-17.1693298,bG,1.97,15.117,11.349,0.010,104.730,0.966,g
2459656.29706,2022-03-17.7952344,bp,1.52,15.232,11.384,0.007,101.538,0.692,g
2459656.29831,2022-03-17.7964762,bp,1.51,15.210,11.385,0.007,101.368,0.668,g
2459656.29956,2022-03-17.7977182,bp,1.49,15.204,11.396,0.008,100.399,0.723,g
2459656.70569,2022-03-18.2038517,bG,1.47,15.214,11.377,0.008,102.129,0.760,g
2459657.61658,2022-03-19.1147153,bl,1.53,15.359,11.423,0.010,97.915,0.899,g
2459657.61782,2022-03-19.1159571,bl,1.49,15.362,11.396,0.009,100.354,0.824,g
2459657.61840,2022-03-19.1165406,bH,1.42,15.447,11.425,0.007,97.726,0.663,g
2459657.61906,2022-03-19.1172062,bl,1.51,15.356,11.427,0.010,97.494,0.865,g
2459657.61969,2022-03-19.1178296,bH,1.38,15.452,11.412,0.007,98.867,0.642,g
2459657.62098,2022-03-19.1191290,bH,1.37,15.476,11.401,0.008,99.833,0.755,g
2459657.66236,2022-03-19.1605077,bl,1.50,15.418,11.439,0.010,96.460,0.831,g
2459657.66362,2022-03-19.1617509,bl,1.51,15.387,11.409,0.010,99.157,0.857,g
2459657.66487,2022-03-19.1630137,bl,1.38,15.390,11.436,0.010,96.738,0.850,g
2459658.65738,2022-03-20.1554943,bG,1.40,15.332,11.373,0.007,102.468,0.648,g
2459658.65995,2022-03-20.1580689,bG,1.47,15.349,11.388,0.008,101.067,0.748,g
2459658.78871,2022-03-20.2868263,bH,1.51,15.399,11.389,0.008,100.967,0.729,g
2459658.79000,2022-03-20.2881229,bH,1.52,15.449,11.399,0.008,100.071,0.711,g
2459658.79131,2022-03-20.2894276,bH,1.51,15.433,11.396,0.008,100.324,0.748,g
2459659.51108,2022-03-21.0091854,bG,1.61,15.416,11.378,0.006,102.059,0.603,g
2459659.51237,2022-03-21.0104870,bG,1.57,15.425,11.393,0.007,100.681,0.624,g
2459659.51368,2022-03-21.0117883,bG,1.51,15.435,11.387,0.006,101.140,0.595,g
2459659.80072,2022-03-21.2988177,bH,1.58,15.416,11.391,0.007,100.825,0.670,g
2459661.78365,2022-03-23.2817197,bl,1.45,15.432,11.430,0.009,97.351,0.854,g
2459661.78612,2022-03-23.2841906,bl,1.42,15.424,11.390,0.009,100.948,0.826,g
2459666.31241,2022-03-27.8104168,bp,1.64,15.341,11.386,0.007,101.274,0.633,g
2459666.31367,2022-03-27.8116748,bp,1.55,15.341,11.384,0.007,101.554,0.616,g
2459666.31504,2022-03-27.8130464,bp,1.54,15.336,11.379,0.007,101.950,0.616,g
2459666.39143,2022-03-27.8894334,bo,1.53,15.305,11.395,0.007,100.470,0.681,g
2459666.39267,2022-03-27.8906787,bo,1.49,15.288,11.369,0.007,102.925,0.663,g
2459666.39390,2022-03-27.8919078,bo,1.50,15.280,11.351,0.007,104.598,0.632,g
2459667.77262,2022-03-29.2706062,bl,1.50,15.445,11.350,0.008,104.698,0.755,g
2459667.77385,2022-03-29.2718466,bl,1.50,15.471,11.423,0.008,97.924,0.691,g
2459667.77510,2022-03-29.2730957,bl,1.48,15.475,11.416,0.008,98.559,0.706,g
2459668.59644,2022-03-30.0944252,bl,1.50,15.523,11.422,0.008,98.031,0.680,g
2459669.57436,2022-03-31.0723357,bG,1.48,15.456,11.402,0.006,99.851,0.581,g
2459669.57566,2022-03-31.0736271,bG,1.41,15.449,11.404,0.006,99.670,0.589,g
2459669.57696,2022-03-31.0749237,bG,1.51,15.459,11.397,0.007,100.308,0.612,g
2459671.65985,2022-04-02.1578009,bG,1.42,15.442,11.392,0.006,100.693,0.590,g
2459672.24895,2022-04-02.7468925,bp,1.55,15.262,11.388,0.007,101.048,0.663,g
2459672.25059,2022-04-02.7485267,bp,1.52,15.262,11.380,0.007,101.920,0.660,g
2459672.25218,2022-04-02.7501142,bp,1.49,15.236,11.411,0.007,99.014,0.665,g
2459672.62364,2022-04-03.1215714,bG,1.47,15.447,11.375,0.006,102.337,0.596,g
2459672.62621,2022-04-03.1241556,bG,1.43,15.471,11.392,0.006,100.762,0.599,g
2459673.74656,2022-04-04.2444910,bl,1.41,15.469,11.420,0.008,98.228,0.696,g
2459674.73662,2022-04-05.2345447,bl,1.42,15.449,11.388,0.008,101.189,0.757,g
2459674.75586,2022-04-05.2537798,bH,1.42,15.567,11.389,0.006,101.052,0.564,g
2459674.75715,2022-04-05.2550732,bH,1.51,15.549,11.358,0.006,103.919,0.581,g
2459674.75845,2022-04-05.2563659,bH,1.42,15.566,11.381,0.007,101.802,0.596,g
2459675.57771,2022-04-06.0756291,bG,1.49,15.450,11.385,0.006,101.459,0.596,g
2459675.57902,2022-04-06.0769311,bG,1.42,15.455,11.397,0.006,100.219,0.597,g
2459675.58031,2022-04-06.0782260,bG,1.46,15.463,11.409,0.007,99.258,0.608,g
2459676.54385,2022-04-07.0417586,bG,1.57,15.457,11.397,0.006,100.266,0.601,g
2459676.54514,2022-04-07.0430511,bG,1.52,15.429,11.389,0.007,101.092,0.632,g
2459676.54644,2022-04-07.0443443,bG,1.58,15.439,11.382,0.006,101.647,0.617,g
2459677.29098,2022-04-07.7888754,bp,1.52,15.342,11.388,0.007,101.194,0.623,g
2459677.29221,2022-04-07.7901126,bp,1.51,15.339,11.392,0.007,100.763,0.620,g
2459677.29349,2022-04-07.7913912,bp,1.53,15.349,11.393,0.007,100.661,0.634,g
2459677.32919,2022-04-07.8270906,bp,1.44,15.337,11.387,0.007,101.172,0.636,g
2459677.33043,2022-04-07.8283313,bp,1.54,15.347,11.390,0.007,100.938,0.611,g
2459677.33167,2022-04-07.8295776,bp,1.55,15.331,11.385,0.007,101.387,0.609,g
2459678.61800,2022-04-09.1158969,bG,1.45,15.416,11.375,0.006,102.383,0.611,g
2459678.62061,2022-04-09.1185035,bG,1.42,15.433,11.380,0.007,101.846,0.652,g
2459678.69891,2022-04-09.1968006,bl,1.49,15.457,11.432,0.008,97.099,0.751,g
2459679.64385,2022-04-10.1417322,bH,1.45,15.555,11.396,0.006,100.369,0.542,g
